code,description,category,is_bonus_eligible,visa_description
3686,SUISSE CHALETS,airline,true,
3687,CLARION HOTELS,airline,true,
3688,COMPRI HOTELS,airline,true,
3689,CONSORT HOTELS,airline,true,
3690,COURTYARD BY MARRIOTT,airline,true,
3691,DILLION INNS,airline,true,
3692,DOUBLETREE HOTELS,airline,true,
3693,DRURY INNS,airline,true,
3694,ECONOMY INNS OF AMERICA,airline,true,
3695,EMBASSY SUITES,airline,true,
3696,EXEL INNS,airline,true,
3697,FARFIELD HOTELS,airline,true,
3698,HARLEY HOTELS,airline,true,
3699,MIDWAY MOTOR LODGE,airline,true,
3700,MOTEL 6,airline,true,
3701,GUEST QUARTERS (Formally PICKETT SUITE HOTELS),airline,true,
3702,THE REGISTRY HOTELS,airline,true,
3703,RESIDENCE INNS,airline,true,
3704,ROYCE HOTELS,airline,true,
3705,SANDMAN INNS,airline,true,
3706,SHILO INNS,airline,true,
3707,SHONEY’S INNS,airline,true,
3708,Hotels/Motels/Inns/Resorts,airline,true,
3709,SUPER8 MOTELS,airline,true,
3710,THE RITZ CARLTON HOTELS,airline,true,
3711,FLAG INNS (AUSRALIA),airline,true,
3712,GOLDEN CHAIN HOTEL,airline,true,
3713,QUALITY PACIFIC HOTEL,airline,true,
3714,FOUR SEASONS HOTEL (AUSTRALIA),airline,true,
3715,FARIFIELD INN,airline,true,
3716,CARLTON HOTELS,airline,true,
3717,CITY LODGE HOTELS,airline,true,
3718,KAROS HOTELS,airline,true,
3719,PROTEA HOTELS,airline,true,
3720,SOUTHERN SUN HOTELS,airline,true,
3721,HILTON CONRAD,airline,true,
3722,WYNDHAM HOTEL AND RESORTS,airline,true,
3723,RICA HOTELS,airline,true,
3724,INER NOR HOTELS,airline,true,
3725,SEAINES PLANATION,airline,true,
3726,RIO SUITES,airline,true,
3727,BROADMOOR HOTEL,airline,true,
3728,BALLY’S HOTEL AND CASINO,airline,true,
3729,JOHN ASCUAGA’S NUGGET,airline,true,
3730,MGM GRAND HOTEL,airline,true,
3731,HARRAH’S HOTELS AND CASINOS,airline,true,
3732,OPRYLAND HOTEL,airline,true,
3733,BOCA RATON RESORT,airline,true,
3734,HARVEY/BRISTOL HOTELS,airline,true,
3735,Hotels/Motels/Inns/Resorts,airline,true,
3736,COLORADO BELLE/EDGEWATER RESORT,airline,true,
3737,RIVIERA HOTEL AND CASINO,airline,true,
3738,TROPICANA RESORT AND CASINO,airline,true,
3739,WOODSIDE HOTELS AND RESORTS,airline,true,
3740,TOWNPLACE SUITES,airline,true,
3741,MILLENIUM BROADWAY HOTEL,airline,true,
3742,CLUB MED,airline,true,
3743,BILTMORE HOTEL AND SUITES,airline,true,
3744,CAREFREE RESORTS,airline,true,
3745,ST. REGIS HOTEL,airline,true,
3746,THE ELIOT HOTEL,airline,true,
3747,CLUBCORP/CLUB RESORTS,airline,true,
3748,WELESLEY INNS,airline,true,
3749,THE BEVERLY HILLS HOTEL,airline,true,
3750,CROWNE PLAZA HOTELS,airline,true,
3751,HOMEWOOD SUITES,airline,true,
3752,PEABODY HOTELS,airline,true,
3753,GREENBRIAH RESORTS,airline,true,
3754,AMELIA ISLAND PLANATION,airline,true,
3755,THE HOMESTEAD,airline,true,
3756,SOUTH SEAS RESORTS,airline,true,
3757,Hotels/Motels/Inns/Resorts,airline,true,
3758,Hotels/Motels/Inns/Resorts,airline,true,
3759,Hotels/Motels/Inns/Resorts,airline,true,
3760,Hotels/Motels/Inns/Resorts,airline,true,
3761,Hotels/Motels/Inns/Resorts,airline,true,
3762,Hotels/Motels/Inns/Resorts,airline,true,
3763,Hotels/Motels/Inns/Resorts,airline,true,
3764,Hotels/Motels/Inns/Resorts,airline,true,
3765,Hotels/Motels/Inns/Resorts,airline,true,
3766,Hotels/Motels/Inns/Resorts,airline,true,
3767,Hotels/Motels/Inns/Resorts,airline,true,
3768,Hotels/Motels/Inns/Resorts,airline,true,
3769,Hotels/Motels/Inns/Resorts,airline,true,
3770,Hotels/Motels/Inns/Resorts,airline,true,
3771,Hotels/Motels/Inns/Resorts,airline,true,
3772,Hotels/Motels/Inns/Resorts,airline,true,
3773,Hotels/Motels/Inns/Resorts,airline,true,
3774,Hotels/Motels/Inns/Resorts,airline,true,
3775,Hotels/Motels/Inns/Resorts,airline,true,
3776,Hotels/Motels/Inns/Resorts,airline,true,
3777,Hotels/Motels/Inns/Resorts,airline,true,
3778,Hotels/Motels/Inns/Resorts,airline,true,
3779,Hotels/Motels/Inns/Resorts,airline,true,
3780,Hotels/Motels/Inns/Resorts,airline,true,
3781,Hotels/Motels/Inns/Resorts,airline,true,
3782,Hotels/Motels/Inns/Resorts,airline,true,
3783,Hotels/Motels/Inns/Resorts,airline,true,
3784,Hotels/Motels/Inns/Resorts,airline,true,
3785,Hotels/Motels/Inns/Resorts,airline,true,
3786,Hotels/Motels/Inns/Resorts,airline,true,
3787,Hotels/Motels/Inns/Resorts,airline,true,
3788,Hotels/Motels/Inns/Resorts,airline,true,
3789,Hotels/Motels/Inns/Resorts,airline,true,
3790,Hotels/Motels/Inns/Resorts,airline,true,
3816,Home2Suites,airline,true,
3835,* MASTERS ECONOMY INNS,airline,true,
4011,Railroads,transportation,true,
4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation,true,
4112,Passenger Railways,transportation,true,
4119,Ambulance Services,transportation,true,
4121,Taxicabs and Limousines,transportation,true,
4131,"Bus Lines, Including Charters, Tour Buses",transportation,true,
4214,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",transportation,true,
4215,"Courier Services – Air or Ground, Freight forwarders",transportation,true,
4225,"Public warehousing, Storage",transportation,true,
4411,Cruise and Steamship Lines,transportation,true,
4457,Boat Rentals and Leases,transportation,true,
4468,"Marinas, Marine Service, and Supplies",transportation,true,
4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation,true,
4582,"Airports, Airport Terminals, Flying Fields",transportation,true,
4722,Travel Agencies and Tour Operations,transportation,true,
4723,Package Tour Operators (For use in Germany only),transportation,true,
4784,Toll and Bridge Fees,transportation,true,
4789,"Transportation Services, Not elsewhere classified)",transportation,true,
4812,Telecommunications Equipment including telephone sales,utilities,true,
4814,"Fax services, Telecommunication Services",utilities,true,
4815,VisaPhone,utilities,true,
4816,Computer Network Services,utilities,true,
4821,Telegraph services,utilities,true,
4829,Money Orders – Wire Transfer,utilities,true,
4899,Cable and other pay television (previously Cable Services),utilities,true,
4900,"Electric, Gas, Sanitary and Water Utilities",utilities,true,
5013,Motor vehicle supplies and new parts,retail,true,
5021,Office and Commercial Furniture,retail,true,
5039,"Construction Materials, Not Elsewhere Classified",retail,true,
5044,"Office, Photographic, Photocopy, and Microfilm Equipment",retail,true,
5045,"Computers, Computer Peripheral Equipment, Software",retail,true,
5046,"Commercial Equipment, Not Elsewhere Classified",retail,true,
5047,"Medical, Dental Ophthalmic, Hospital Equipment and Supplies",retail,true,
5051,Metal Service Centers and Offices,retail,true,
5065,Electrical Parts and Equipment,retail,true,
5072,Hardware Equipment and Supplies,retail,true,
5074,Plumbing and Heating Equipment and Supplies,retail,true,
5085,"Industrial Supplies, Not Elsewhere Classified",retail,true,
5094,"Precious Stones and Metals, Watches and Jewelry",retail,true,
5099,"Durable Goods, Not Elsewhere Classified",retail,true,
5111,"Stationery, Office Supplies, Printing, and Writing Paper",retail,true,
5122,"Drugs, Drug Proprietors, and Druggist’s Sundries",retail,true,
5131,"Piece Goods, Notions, and Other Dry Goods",retail,true,
5137,Men’s Women’s and Children’s Uniforms and Commercial Clothing,retail,true,
5139,Commercial Footwear,retail,true,
5169,"Chemicals and Allied Products, Not Elsewhere Classified",retail,true,
5172,Petroleum and Petroleum Products,retail,true,
5192,"Books, Periodicals, and Newspapers",retail,true,
5193,"Florists’ Supplies, Nursery Stock and Flowers",retail,true,
5198,"Paints, Varnishes, and Supplies",retail,true,
5199,"Non-durable Goods, Not Elsewhere Classified",retail,true,
5200,Home Supply Warehouse Stores,retail,true,
5211,Lumber and Building Materials Stores,retail,true,
5231,"Glass, Paint, and Wallpaper Stores",retail,true,
5251,Hardware Stores,retail,true,
5261,Nurseries – Lawn and Garden Supply Store,retail,true,
5271,Mobile Home Dealers,retail,true,
5300,Wholesale Clubs,retail,true,
5309,Duty Free Store,retail,true,
5310,Discount Stores,retail,true,
5311,Department Stores,retail,true,
5331,Variety Stores,retail,true,
5399,Misc. General Merchandise,retail,true,
5411,"Grocery Stores, Supermarkets",retail,true,
5422,Meat Provisioners – Freezer and Locker,retail,true,
5441,"Candy, Nut, and Confectionery Stores",retail,true,
5451,Dairy Products Stores,retail,true,
5462,Bakeries,retail,true,
5499,Misc. Food Stores – Convenience Stores and Specialty Markets,retail,true,
5511,"Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing",retail,true,
5521,Automobile and Truck Dealers (Used Only),retail,true,
5531,Automobile Supply Stores,retail,true,
5532,Automotive Tire Stores,retail,true,
5533,"Automotive Parts, Accessories Stores",retail,true,
5541,Service Stations ( with or without ancillary services),retail,true,
5542,Automated Fuel Dispensers,retail,true,
5551,Boat Dealers,retail,true,
5561,"Recreational and Utility Trailers, Camp Dealers",retail,true,
5571,Motorcycle Dealers,retail,true,
5592,Motor Home Dealers,retail,true,
5598,Snowmobile Dealers,retail,true,
5599,Miscellaneous Auto Dealers,retail,true,
5611,Men’s and Boy’s Clothing and Accessories Stores,apparel,true,
5621,Women’s Ready-to-Wear Stores,apparel,true,
5631,Women’s Accessory and Specialty Shops,apparel,true,
5641,Children’s and Infant’s Wear Stores,apparel,true,
5651,Family Clothing Stores,apparel,true,
5655,"Sports Apparel, Riding Apparel Stores",apparel,true,
5661,Shoe Stores,apparel,true,
5681,Furriers and Fur Shops,apparel,true,
5691,Men’s and Women’s Clothing Stores,apparel,true,
5697,"Tailors, Seamstress, Mending, and Alterations",apparel,true,
5698,Wig and Toupee Stores,apparel,true,
5699,Miscellaneous Apparel and Accessory Shops,apparel,true,
5712,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",home,true,
5713,Floor Covering Stores,home,true,
5714,"Drapery, Window Covering and Upholstery Stores",home,true,
5718,"Fireplace, Fireplace Screens, and Accessories Stores",home,true,
5719,Miscellaneous Home Furnishing Specialty Stores,home,true,
5722,Household Appliance Stores,home,true,
5732,Electronic Sales,home,true,
5733,"Music Stores, Musical Instruments, Piano Sheet Music",home,true,
5734,Computer Software Stores,software,true,
5735,Record Shops,software,true,
5811,Caterers,dining,true,
5812,Eating places and Restaurants,dining,true,
5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",dining,true,
5814,Fast Food Restaurants,dining,true,
5815,"Digital Goods: Media, Books, Movies, Music",digital,true,
5816,Digital Goods: Games,digital,true,
5817,Digital Goods: Applications (Excludes Games),digital,true,
5818,Digital Goods: Large Digital Goods Merchant,digital,true,
5832,"Antique Shops – Sales, Repairs, and Restoration Services",other,true,
5912,Drug Stores and Pharmacies,pharmacy,true,
5921,"Package Stores – Beer, Wine, and Liquor",liquor,true,
5931,Used Merchandise and Secondhand Stores,other,true,
5932,Antique Shops,other,true,
5933,Pawn Shops and Salvage Yards,other,true,
5935,Wrecking and Salvage Yards,other,true,
5937,Antique Reproductions,other,true,
5940,Bicycle Shops – Sales and Service,other,true,
5941,Sporting Goods Stores,sporting_goods,true,
5942,Book Stores,bookstore,true,
5943,"Stationery Stores, Office and School Supply Stores",office_supply,true,
5944,"Watch, Clock, Jewelry, and Silverware Stores",retail,true,
5945,"Hobby, Toy, and Game Shops",retail,true,
5946,Camera and Photographic Supply Stores,retail,true,
5947,"Card Shops, Gift, Novelty, and Souvenir Shops",retail,true,
5948,Leather Goods Stores,retail,true,
5949,"Sewing, Needle, Fabric, and Price Goods Stores",retail,true,
5950,Glassware/Crystal Stores,retail,true,
5960,Direct Marketing- Insurance Service,retail,true,
5961,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",retail,true,
5962,Direct Marketing – Travel Related Arrangements Services,retail,true,
5963,Door-to-Door Sales,retail,true,
5964,Direct Marketing – Catalog Merchant,retail,true,
5965,Direct Marketing – Catalog and Catalog and Retail Merchant,retail,true,
5966,Direct Marketing- Outbound Telemarketing Merchant,retail,true,
5967,Direct Marketing – Inbound Teleservices Merchant,retail,true,
5968,Direct Marketing – Continuity/Subscription Merchant,retail,true,
5969,Direct Marketing – Not Elsewhere Classified,retail,true,
5970,Artist’s Supply and Craft Shops,retail,true,
5971,Art Dealers and Galleries,retail,true,
5972,Stamp and Coin Stores – Philatelic and Numismatic Supplies,retail,true,
5973,Religious Goods Stores,retail,true,
5975,"Hearing Aids – Sales, Service, and Supply Stores",retail,true,
5976,Orthopedic Goods Prosthetic Devices,retail,true,
5977,Cosmetic Stores,retail,true,
5978,"Typewriter Stores – Sales, Rental, Service",retail,true,
5983,"Fuel – Fuel Oil, Wood, Coal, Liquefied Petroleum",retail,true,
5992,Florists,retail,true,
5993,Cigar Stores and Stands,retail,true,
5994,News Dealers and Newsstands,retail,true,
5995,"Pet Shops, Pet Foods, and Supplies Stores",retail,true,
5996,"Swimming Pools – Sales, Service, and Supplies",retail,true,
5997,Electric Razor Stores – Sales and Service,retail,true,
5998,Tent and Awning Shops,retail,true,
5999,Miscellaneous and Specialty Retail Stores,retail,true,
6010,Financial Institutions – Manual Cash Disbursements,financial,true,
6011,Financial Institutions – Manual Cash Disbursements,financial,true,
6012,Financial Institutions – Merchandise and Services,financial,true,
6051,"Non-Financial Institutions – Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques",financial,true,
6211,Security Brokers/Dealers,financial,true,
6300,"Insurance Sales, Underwriting, and Premiums",financial,true,
6381,"Insurance Premiums, (no longer valid for first presentment work)",financial,true,
6399,"Insurance, Not Elsewhere Classified ( no longer valid forfirst presentment work)",financial,true,
6513,Real Estate Agents and Managers - Rentals,financial,true,
7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging,true,
7012,Timeshares,lodging,true,
7032,Sporting and Recreational Camps,lodging,true,
7033,Trailer Parks and Camp Grounds,lodging,true,
7210,"Laundry, Cleaning, and Garment Services",lodging,true,
7211,Laundry – Family and Commercial,lodging,true,
7216,Dry Cleaners,lodging,true,
7217,Carpet and Upholstery Cleaning,lodging,true,
7221,Photographic Studios,lodging,true,
7230,Barber and Beauty Shops,lodging,true,
7251,"Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",lodging,true,
7261,Funeral Service and Crematories,lodging,true,
7273,Dating and Escort Services,lodging,true,
7276,Tax Preparation Service,lodging,true,
7277,"Counseling Service – Debt, Marriage, Personal",lodging,true,
7278,"Buying/Shopping Services, Clubs",lodging,true,
7296,"Clothing Rental – Costumes, Formal Wear, Uniforms",lodging,true,
7297,Massage Parlors,lodging,true,
7298,Health and Beauty Shops,lodging,true,
7299,Miscellaneous Personal Services ( not elsewhere classifies),lodging,true,
7311,Advertising Services,professional,true,
7321,Consumer Credit Reporting Agencies,professional,true,
7332,Blueprinting and Photocopying Services,professional,true,
7333,"Commercial Photography, Art and Graphics",professional,true,
7338,"Quick Copy, Reproduction and Blueprinting Services",professional,true,
7339,Stenographic and Secretarial Support Services,professional,true,
7342,Exterminating and Disinfecting Services,professional,true,
7349,"Cleaning and Maintenance, Janitorial Services",professional,true,
7361,"Employment Agencies, Temporary Help Services",professional,true,
7372,"Computer Programming, Integrated Systems Design and Data Processing Services",professional,true,
7375,Information Retrieval Services,professional,true,
7379,"Computer Maintenance and Repair Services, Not Elsewhere Classified",professional,true,
7392,"Management, Consulting, and Public Relations Services",professional,true,
7393,Protective and Security Services – Including Armored Carsand Guard Dogs,professional,true,
7394,"Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental",professional,true,
7395,"Photofinishing Laboratories, Photo Developing",professional,true,
7399,"Business Services, Not Elsewhere Classified",professional,true,
7511,Truck Stop,car_rental,true,
7512,Car Rental Companies ( Not Listed Below),car_rental,true,
7513,Truck and Utility Trailer Rentals,car_rental,true,
7519,Motor Home and Recreational Vehicle Rentals,car_rental,true,
7523,Automobile Parking Lots and Garages,car_rental,true,
7531,Automotive Body Repair Shops,other,true,
7534,Tire Re-treading and Repair Shops,other,true,
7535,Paint Shops – Automotive,other,true,
7538,Automotive Service Shops,other,true,
7542,Car Washes,other,true,
7549,Towing Services,other,true,
7622,Radio Repair Shops,other,true,
7623,Air Conditioning and Refrigeration Repair Shops,other,true,
7629,Electrical And Small Appliance Repair Shops,other,true,
7631,"Watch, Clock, and Jewelry Repair",other,true,
7641,"Furniture, Furniture Repair, and Furniture Refinishing",other,true,
7692,Welding Repair,other,true,
7699,Repair Shops and Related Services –Miscellaneous,other,true,
7800,Government-Owned Lotteries,entertainment,true,
7801,Government-Licensed On-Line Casinos (On-Line Gambling),entertainment,true,
7802,Government-Licensed Horse/Dog Racing,entertainment,true,
7829,Motion Pictures and Video Tape Production and Distribution,entertainment,true,
7832,Motion Picture Theaters,entertainment,true,
7841,Video Tape Rental Stores,entertainment,true,
7911,"Dance Halls, Studios and Schools",entertainment,true,
7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment,true,
7929,"Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)",entertainment,true,
7932,Billiard and Pool Establishments,entertainment,true,
7933,Bowling Alleys,entertainment,true,
7941,"Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters",entertainment,true,
7991,Tourist Attractions and Exhibits,entertainment,true,
7992,Golf Courses – Public,entertainment,true,
7993,Video Amusement Game Supplies,entertainment,true,
7994,Video Game Arcades/Establishments,entertainment,true,
7995,"Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)",entertainment,true,
7996,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",entertainment,true,
7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment,true,
7998,"Aquariums, Sea-aquariums, Dolphinariums",entertainment,true,
7999,Recreation Services (Not Elsewhere Classified),entertainment,true,
8011,Doctors and Physicians (Not Elsewhere Classified),healthcare,true,
8021,Dentists and Orthodontists,healthcare,true,
8031,Osteopaths,healthcare,true,
8041,Chiropractors,healthcare,true,
8042,Optometrists and Ophthalmologists,healthcare,true,
8043,"Opticians, Opticians Goods and Eyeglasses",healthcare,true,
8044,"Opticians, Optical Goods, and Eyeglasses (no longer validfor first presentments)",healthcare,true,
8049,Podiatrists and Chiropodists,healthcare,true,
8050,Nursing and Personal Care Facilities,healthcare,true,
8062,Hospitals,healthcare,true,
8071,Medical and Dental Laboratories,healthcare,true,
8099,Medical Services and Health Practitioners (Not Elsewhere Classified),healthcare,true,
8111,Legal Services and Attorneys,other,true,
8211,Elementary and Secondary Schools,education,true,
8220,"Colleges, Junior Colleges, Universities, and ProfessionalSchools",education,true,
8241,Correspondence Schools,education,true,
8244,Business and Secretarial Schools,education,true,
8249,Vocational Schools and Trade Schools,education,true,
8299,Schools and Educational Services ( Not Elsewhere Classified),education,true,
8351,Child Care Services,nonprofit,true,
8398,Charitable and Social Service Organizations,nonprofit,true,
8641,"Civic, Fraternal, and Social Associations",membership,true,
8651,Political Organizations,membership,true,
8661,Religious Organizations,membership,true,
8675,Automobile Associations,membership,true,
8699,Membership Organizations ( Not Elsewhere Classified),membership,true,
8734,Testing Laboratories ( non-medical),other,true,
8911,Architectural – Engineering and Surveying Services,other,true,
8931,"Accounting, Auditing, and Bookkeeping Services",other,true,
8999,Professional Services ( Not Elsewhere Defined),other,true,
9211,"Court Costs, including Alimony and Child Support",government,true,
9222,Fines,government,true,
9223,Bail and Bond Payments,government,true,
9311,Tax Payments,government,true,
9399,Government Services ( Not Elsewhere Classified),government,true,
9402,Postal Services – Government Only,government,true,
9405,Intra – Government Transactions,government,true,
9700,Automated Referral Service ( For Visa Only),government,true,
9701,Visa Credential Service ( For Visa Only),government,true,
9702,GCAS Emergency Services ( For Visa Only),government,true,
9950,Intra – Company Purchases ( For Visa Only),government,true,
